timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1528090289144,1277,get devices,200,OK,REST 1-129,text,true,,72215,624,1200,1200,1271,0,1
1528090289350,1071,login,200,OK,REST 1-1048,text,true,,617,278,1200,1200,1071,0,3
1528090289355,1069,login,200,OK,REST 1-1053,text,true,,617,278,1200,1200,1069,0,1
1528090289361,1068,login,200,OK,REST 1-1059,text,true,,617,278,1200,1200,1068,0,1
1528090289358,1068,login,200,OK,REST 1-1055,text,true,,617,278,1200,1200,1068,0,0
1528090289364,1067,login,200,OK,REST 1-1061,text,true,,617,278,1200,1200,1067,0,0
1528090289428,1009,login,200,OK,REST 1-1121,text,true,,617,278,1200,1200,1009,0,1
1528090288961,1473,login,200,OK,REST 1-679,text,true,,617,278,1200,1200,1473,0,0
1528090289025,1414,login,200,OK,REST 1-743,text,true,,617,278,1200,1200,1414,0,0
1528090289028,1414,login,200,OK,REST 1-746,text,true,,617,278,1200,1200,1414,0,0
1528090289436,1010,login,200,OK,REST 1-1129,text,true,,617,278,1200,1200,1009,0,1
1528090289440,1008,login,200,OK,REST 1-1133,text,true,,617,278,1200,1200,1008,0,0
1528090289445,1031,login,200,OK,REST 1-1138,text,true,,617,278,1200,1200,1031,0,0
1528090289469,1009,login,200,OK,REST 1-1163,text,true,,617,278,1200,1200,1009,0,2
1528090289442,1036,get devices,200,OK,REST 1-346,text,true,,72215,624,1200,1200,1030,0,0
1528090289473,1008,login,200,OK,REST 1-1167,text,true,,617,278,1200,1200,1008,0,2
1528090289478,1031,login,200,OK,REST 1-1171,text,true,,617,278,1200,1200,1030,0,1
1528090289474,1037,get devices,200,OK,REST 1-375,text,true,,72215,624,1200,1200,1030,0,2
1528090289502,1009,login,200,OK,REST 1-1195,text,true,,617,278,1200,1200,1009,0,1
1528090289579,950,edit devices,200,OK,REST 1-9,text,true,,186,793,1200,1200,950,0,1
1528090289582,976,get devices,200,OK,REST 1-405,text,true,,72218,624,1200,1200,970,0,1
1528090289585,997,get devices,200,OK,REST 1-407,text,true,,72218,624,1200,1200,991,0,1
